Bronx,gh-Bronx.csv,1472000
Brooklyn,gh-Brooklyn.csv,2760000
Manhattan,gh-Manhattan.csv,1694000
Queens,gh-Queens.csv,2405000
Staten-Island,gh-Staten-Island.csv,490000
